libcode,pubcity,pubyear,title,oclc,language
None,George Routledge & Sons ,1976,Robinson Crusoe ... Retold by S.F. Sonnenschein. With illustrations by J.D. Watson. (Sonnenschein's intermediate English reader.).,559900429,en
None,Ginevra ,1976,Robinson Crusoe,79238383,de
None,Ginevra ,1976,Robinson Crusoe,79238383,de
None,Ginevra ,1916,Robinson Crusoe,715204599,de
None,Ginn & Co. ,1924,The Life and Strange Surprising Adventures of Robinson Crusoe ... Edited with an introduction and notes by W.P. Trent. [With plates.].,559887591,de
None,Girard ,1835,Robinson Crusoe,651448715,de
mdp.39015078555284,Glasgow,1858,The life & surprising adventures of Robinson Crusoe : embellished with eight elegant engravings.,26016136,de
mdp.39015078555359,Glasgow,1875,The life and adventures of Robinson Crusoe.,31312663,de
mdp.39015078553313,Glasgow,1735,"Adventures of Robinson Crusoe, by Daniel De Foe.",67409747,de
None,Glasgow ,1753,"The farther adventures of Robinson Crusoe : Wherein are contain'd, several strange and surprizing accounts of all his travels, and most remarkable transactions, both by sea and land. Vol. II.",316410706,de
None,Glasgow ,1762,"The wonderful life and most surprizing adventures of Robinson Crusoe of York, mariner: containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America. ... Faithfully epitomized from the three volumes, and adorne with cuts suited to the most remarkable stories.",931206280,de
None,Glasgow ,1768,"The wonderful life and most surprising adventures of Robinson Crusoe of York, mariner: containing a full and particular account ... faithfully epitomized from the three volumes, and adorned with cuts suited to the most remarkable stories.",52729094,de
None,Glasgow ,1768,"The wonderful life and most surprizing adventures of Robinson Crusoe of York, mariner : Containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America. How his ship was lost in a storm, and all his companions drowned ; and how he was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Written originally by himself, and now faithfully abridg'd.",695985878,de
None,Glasgow ,1784,"The wonderful life and most surprizing adventures of Robinson Crusoe of York, mariner : Containing a full and particular account how he lived eight and twenty years in an uninhabited island on the coast of America. How his ship was lost in a storm, and all his companions drowned ; and how he was cast upon the shore by the wreck. With a true relation how he was at last miraculously preserved by pirates. Written originally by himself, and now faithfully abridg'd.",695985878,de
None,Glasgow ,1798,"The wonderful life and most surprising adventures of Robinson Crusoe of York, mariner: ... Faithfully epitomized from the three volumes, and adorned with cuts ...",314942805,de
None,Glasgow ,1815,"The wonderful life and most surprising adventures of that renowned heroe, Robinson Crusoe : Who lived twenty-eight years on an uninhabited island, which he afterwards colonised.",509240598,de
None,Glasgow ,1815,"The life and surprizing adventures of Robinson Crusoe, of York, mariner",63075515,de
None,Glasgow ,1819,"The life and surprizing adventures of Robinson Crusoe, of York, mariner",63075515,de
None,Glasgow ,1819,The life & surprising adventures of Robinson Crusoe : embellished with eight elegant engravings.,946732298,de
None,Glasgow ,1820,The life & surprising adventures of Robinson Crusoe : embellished with eight elegant engravings.,946732298,de
None,Glasgow ,1820,The Life & Surprising Adventures of Robinson Crusoe. Embellished with eight ... engravings. New edition. [A chapbook.].,859166003,de
None,Glasgow ,1850,The Life & Surprising Adventures of Robinson Crusoe. Embellished with eight ... engravings. New edition. [A chapbook.].,859166003,en
None,Glasgow ,1936,The Life and wonderful adventures of Robinson Crusoe.,905334858,de
None,Glasgow ,2016,Robinson Crusoe.,36747567,en
None,Glasgow ,1901,Robinson Crusoe,982266473,de
None,Göteborg ,1964,Robinson Crusoe.,676997456,de
None,Göttingen ,1972,Robinson Crusoe,632384927,de
None,Göttingen ,1824,Robinson Crusoe,258130040,de
mdp.39015078557819,Gorinchem,1989,Beknopte geschiedenis van den engelschen Robinson Crusoë ...,23400175,de
None,Gornji Milanovac ,1893,Robinson Kruso,951411426,de
mdp.39015078575530,Gothenburg,1810,Robinson Crusoe / af Daniel Defoe ; med en lefnadsteckning öfver författaren af Karl Warburg ; jämte ett hundratjugu original-illustrationer af Walter Paget ; öfversättning från det engelska originalet af Jean Fr. Rossander.,301793002,de
None,Greenock ,1892,"The Life of Robinson Crusoe. Of York, mariner. : And, A collection of jests.",863492296,en
None,Griffith ,1907,"The Life and Surprising Adventures of Robinson Crusoe ... Illustrated. [Part 1, abridged.].",559898742,en
uc2.ark:/13960/t3bz66q30,Groningen,1907,Robinson Crusoe in Nederland. Een bijdrage tot de geschiedenis van den roman in de XVIIIe eeuw.,14124933,en
uc1.b2622242,Groningen,19,Robinson Crusoe in Nederland. Een bijdrage tot de geschiedenis van den roman in de XVIIIe eeuw.,14124933,de
None,Groningen ,2000,obinson Crusoë : opnieuw verteld aan de Nederlandsche jeugd.,63803898,en
None,Groningen ,1875,Robinson Crusoe,67379576,en
None,Groombridge & Sons ,1963,The Life and Adventures of Robinson Crusoe ... Illustrated by A.F. Lydon.,559886431,en
None,Grosset ,2007,Robinson Crusoe.,401184987,en
None,Grünwald Komplett-Media ,1991,2007 Robinson Crusoe der ungekürzte Originaltext,723705765,en
None,Guebwiller ,20,Robinson Crusoe,463415060,en
None,Gütersloh ,2012,obinson Crusoe : [Roman],245667291,en
None,Gütersloh ,2013,"Brockhaus Literaturcomics - Robinson Crusoe : Weltliteratur im Comic-Format, gefördert von der UNESCO",796241017,en
None,Gütersloh ,1976,Robinson Crusoe : [Weltliteratur im Comic-Format],891467592,en
None,Gütersloh Bertelsmann[-Lesering] Stuttgart Europäische Bildungsgemeinschaft ,1928,1976 Die seltsamen und erstaunlichen Abenteuer des Robinson Crusoe,718915003,en
None,Gwasg Prifysgol Cymru ,1928,"Bywyd ac anturiaethau Robinson Crusoe ... Rhan I. Wedi ei drosi i'r Gymraeg gan William Rowlands. [Part 1, abridged. With plates.].",559903260,en
None,Gwasg Prifysgol Cymru ,1860,"Bywyd ac anturiaethau Robinson Crusoe ... Rhan I. Wedi ei drosi i'r Gymraeg gan William Rowlands. [Part 1, abridged. With plates.].",559903260,en
None,H. Humphreys ,1957,"Bywyd ac anturiaethau rhyfeddol Robinson Crusoe, yr hwn a fu byw wyth mlynedd ar hugain mewn ynys anghyfanedd ... Hefyd, ei ail-ymweliad a'r ynys hono ... Addurnedig gyda darluniau. [Parts 1 and 2, abridged.].",559903234,en
None,Haarlem ,1962,Robinson Crusoe,899013735,en
None,Hälsingborg ,1962,Robinson Crusoe,923975205,en
None,Hälsingborg ,1988,Robinson Crusoe,923975205,en
None,Hämeenlinna ,1988,Robinson Crusoe : nuorille lukijoille kerrottuna,57786371,en
None,Hämeenlinna ,1994,Robinson Crusoe : nuorille lukijoille kerrottuna,57786371,en
None,Hà Nội ,2011,Robinson Crusoe : Tiẻ̂u thuyé̂t,221970217,en
None,Hà Nội ,2011,Cuộc phiêu lưu của Robinson Crusoe,862934310,en
None,Hà Nội ,1836,Cuộc phiêu lưu của Robinson Crusoe,862934310,en
mdp.39015078550756,Halifax,1800,The life and adventures of Robinson Crusoe. Written by himself.,41306279,en
None,Halifax ,1882,"The life and surprising adventures of Robinson Crusoe including an account of his shipwreck, and residence for twenty eight years on an unknown island, &c.; &c.; Written by himself.",928199107,eng
mdp.39015078552554,Halle,1905,"The life and surprising adventures of Robinson Crusoe, by Daniel Defoe. Für den schul- und privatgebrauch eingerichtet und erklärt von dr Heinrich Loewe ...",54155785,en
wu.89099780389,Halle,1882,[Leben und abenteuer des] Robinson Crusoe ... / neu aus dem englischen übers. und mit leterarhistorischer einleitung versehen von Hermann Ullrich.,53703831,en
None,Halle ,20,"The life and surprising adventures of Robinson Crusoe, für die Schul . u. Privatgebrauch eingerichtet u. erklärt von Heinr. Löwe.",444802253,en
None,Hamburg ,20,obinson Crusoe,255657498,en
None,Hamburg ,1720,obinson Crusoe,931598114,en
None,Hamburg ,1720,"Das Leben und die gantz ungemeine Begebenheiten des berühmten Engelländers, Mr Robinson Crusoe ... nach der dritten engelländis. Edition ... ins Teutsche übergesetzet [by M. Vischer].",559889013,en
None,Hamburg ,1720,"Das Leben und die gantz ungemeine Begebenheiten des Weltberuffenen Engelländers Mr. Robinson Crusoe. 2, Worinn dessen fernere Reisen um Drey Theile der Welt herum mit Verwunderungs-würdigen Umständen beschrieben werden",633505585,en
None,Hamburg ,1720,"Des Lebens und der gantz ungemeinen Begebenheiten des berühmten Engelländers, Mr. Robinson Crusoe, Zweyter und Letzter Theil : Worinn dessen fernere Reisen Um Drey Theile der Welt herum, mit Verwunderungs=würdigen Umständen beschrieben werden",831901009,nl
None,Hamburg ,1720,"Des Lebens und der gantz ungemeinen Begebenheiten des berühmten Engelländers, Mr. Robinson Crusoe, Zweyter und Letzter Theil : Worinn dessen fernere Reisen Um Drey Theile der Welt herum, mit Verwunderungs=würdigen Umständen beschrieben werden",831901009,nl
None,Hamburg ,1720,Das Leben und die gantz ungemeine Begebenheiten des berühmten Engelländers/ Mr. Robinson Crusoe : welcher durch Sturm und Schiffbruch/ (Worinn alle seine Reise-Gefährten elendiglich ertruncken/) auf der Americanischen Cüste/ vorn an dem grossen Fluß Oroonoko auf ein unwohntes Eiland gerahten/ Acht- und zwantzig Jahre lang darauf gelebet/ und zuletzt durch See-Räuber wunderbahrer Weise davon befreyet worden/ Göttlicher Providentz zum Preise/ und curiöser Gemühter besonderem Vergnügen/ nach der dritten Engelländis. Edition auf vornemes Begehren ins Teutsche übergesetzet [durch Ludwig Friedrich Vischer] [Erster Theil],833148633,nl
None,Hamburg ,1731,Das Leben und die gantz ungemeine Begebenheiten des berühmten Engelländers/ Mr. Robinson Crusoe : welcher durch Sturm und Schiffbruch/ (Worinn alle seine Reise-Gefährten elendiglich ertruncken/) auf der Americanischen Cüste/ vorn an dem grossen Fluß Oroonoko auf ein unwohntes Eiland gerahten/ Acht- und zwantzig Jahre lang darauf gelebet/ und zuletzt durch See-Räuber wunderbahrer Weise davon befreyet worden/ Göttlicher Providentz zum Preise/ und curiöser Gemühter besonderem Vergnügen/ nach der dritten Engelländis. Edition auf vornemes Begehren ins Teutsche übergesetzet [durch Ludwig Friedrich Vischer] [Erster Theil],833148633,ar
None,Hamburg ,1920,"Das Leben und die gantz ungemeine Begebenheiten des weltberühmten Engelländers, Robinson Crusoe, welcher durch Sturm und Schiffbruch, worin alle seine Reise-Gefährten elendiglich ertruncken, auf der Americanischen Küste, bey dem Ausflusse des grossen Strohms Oroonoko, auf eine unbewohnte Insull gerathen, acht und zwantzig Jahr lang darauf gelebet, und zuletzt durch See-Räuber wunderbahrer Weise davon befreyet worden : von ihm selbst beschrieben, und, nach der dritten Engelländischen Edition, auf vornehmes Begehren, ins Teutsche übersetzt",248874621,nl
None,Hamburg ,1947,Robinson Crusoe,837720055,fi
None,Hamburg ,1952,Robinson Crusoe,73312309,fi
None,Hamburg ,1957,Robinson Crusoe,247647254,fi
None,Hamburg ,1964,Robinson Crusoe,73312455,fi
None,Hamburg ,1964,Robinson Crusoe,186886816,fi
None,Hamburg ,1964,Robinson Crusoe. D. 1.,262025885,und
None,Hamburg ,1973,Robinson Crusoe. D. 2.,262025886,fi
None,Hamburg ,1973,Robinson Crusoe Hörspiel,74166624,fi
None,Hamburg ,1974,Robinson Crusoe Hörspiel nach e. Erz.,724945437,en
None,Hamburg ,1991,Robinson Crusoe,256690943,en
None,Hamburg ,1991,Robinson Crusoe,718007655,fi
None,Hamburg ,1995,Robinson Crusoe,718007655,en
None,Hamburg ,1995,Robinson Crusoe,633132662,en
None,Hamburg ,2004,Robinson Crusoe,633132662,en
None,Hamburg ,2004,Robinson Crusoe : gekürzte Lesung,778378724,dut
None,Hamburg ,2007,Robinson Crusoe,1015951176,nl
None,Hamburg ,2007,Robinson Crusoe,965434833,nl
None,Hamburg ,2008,Robinson Crusoe,965434833,es
None,Hamburg ,2011,Robinson Crusoe,254719872,en
None,Hamburg ,2013,Robinson Crusoe,916114829,ger
None,Hamburg ,2013,Das Leben und die seltsamen Abenteuer des Robinson Crusoe,859954988,de
None,Hamburg ,2014,Robinson Crusoe,935764267,de
None,Hamburg ,2014,Robinson Crusoe,894694320,de
None,Hamburg ,2014,Robinson Crusoe,894694320,de
None,Hamburg ,2014,Robinson Crusoe,894694482,es
