"id","title","year","language","authors"
"mdp.39015078557686","Het leven en de lotgevallen van Robinson Cruso?, verhaald door hem zelf; naar het engelsch van Daniel Defoe door K. Beversluis ...","1909","dut","Defoe, Daniel 1661?-1731; Beversluis, K. tr"
"uc2.ark:/13960/t3bz66q30","Robinson Crusoe in Nederland. Een bijdrage tot de geschiedenis van den roman in de XVIIIe eeuw.","1907","eng","Staverman, Werner Hendrik b. 1881; Defoe, Daniel 1661?-1731"
"mdp.39015078558775","Aventures de Robinson Cruso?, par Daniel de Fo?, traduites par mm. A. Tastu, suivies d'une notice sur Fo? et sur le matelot Selkirk, par Louis Reybaud, et orn?es de 50 gravures sur acier, d'apr?s les dessins de m.de Sainson ...","1837","fre","Defoe, Daniel 1661?-1731; Tastu, Amable tr; Reybaud, Louis 1799-1879"
"mdp.39015078556597","Robinson Crusoe : his life and strange, surprising adventures / by Daniel Defoe : in words of one syllable ; with seventy illustrations.","1899","eng","Defoe, Daniel 1661?-1731; Aikin, Lucy 1781-1864; Henry Altemus Company publisher"
"mdp.39015078555029","The young folks' Robinson Crusoe: or, The adventures of an Englishman who lived alone for five years on an island of the Pacific ocean. By a lady [i.e. Eliza Ware Farrar]. Edited by William T. Adams ...","1882","eng","Defoe, Daniel 1661?-1731; Optic, Oliver 1822-1897 ed; Farrar, John Mrs 1791-1870 ed"
"mdp.39015078556118","Robinson Crusoe; or, Friday and the fairies.' A pantomime written by Henry J. Byron. The music composed and arranged by Mr. Betjemann ... First performed at Covent Garden theatre, Saturday, December 26th, 1868 ... Pub. and sold in the Theatre ...","1868","eng","Byron, Henry J. (Henry James) 1835-1884; Defoe, Daniel 1661?-1731"
"hvd.hwjv23","The life & strange surprising adventures of Robinson Crusoe of York, mariner. Edited by G.A. Aitken with illus. by J.B. Yeats.","1899","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557207","La vie et les aventures de Robinson Cruso?, contenant sa naissance, son ?vasion de chez ses pere & mere, les voyages qu'il fit sur mer, & son s?jour dans le Bresil. Traduit le l'anglois ...","1775","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Effen, Justus van 1684-1735 tr"
"hvd.hwjv24","The life & strange surprising adventures of Robinson Crusoe of York, mariner. Edited by G.A. Aitken with illus. by J.B. Yeats.","1899","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558536","The adventures of Robinson Crusoe.","1872","eng","Defoe, Daniel 1661?-1731; Brett, Edwin John 1828-1895 ed"
"mdp.39015078557447","La vie et les aventures de Robinson Crusoe.","1899","fre","Defoe, Daniel 1661?-1731; Imprimerie de Ducessois printer"
"ucm.5325879346","The life and adventures of Robinson Crusoe / by Daniel De Foe ; ill. by J. D. Watson.","1899","eng","Defoe, Daniel 1660-1731; Routledge, George (hijos de), (Londres) ed; Watson, J. D. il"
"mdp.39015078559625","Histoire de Robinson Cruso?, racont?e pour les enfants par Kathleen Fitzgerald; illustr?e par Joseph Simpson et M.Lavars Harry.","1921","fre","Defoe, Daniel 1661?-1731; FitzGerald, Kathleen"
"hvd.32044018697409","The life & strange surprising adventures of Robinson Crusoe of York, mariner / Edited by George A. Aitken. With illustrations by J.B. Yeats.","1895","eng","Defoe, Daniel 1661?-1731"
"uc2.ark:/13960/t8bg2x80f","The teacher's Robinson Crusoe; a manual for primary teachers.  The story rewritten, modernized and adapted, with additional incidents for use in the later primary grades as a center and material for oral and written language, nature study, social and industrial history, ethics, drawing and the manual arts. The adaptation, with additional incidents, introduction and suggestive treatments of the text, by Samuel B. Allison.","1910","eng","Allison, Samuel Buell b. 1861; Defoe, Daniel 1661?-1731"
"mdp.39015078548974","The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island, on the coast of America, near the mouth of the great river Oronooko. With an account of his deliverance thence; and his after surprising adventures.","1807","eng","Defoe, Daniel 1661?-1731"
"uc1.32106012088180","The life and strange adventures of Robinson Cursoe, complete in three parts. With the author's pref., and an introd. by G.H. Maynadier.","1907","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078560839","Hikajat Robinson Cruso?, terkarang pada bahasa melajoe dengan mengikoet karangan bahasa belanda oleh A.F. von de Wall. (Tjitakan jang ka?mpat dan jang diperbaiki olehnja.)","1891","ind","Defoe, Daniel 1661?-1731; Wall, A.F. von de tr"
"mdp.39015078549824","The life and surprising adventures of Robinson Crusoe, of York, mariner; who lived eight and twenty years all alone in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque; having been cast on shore by shipwreck, wherein all the men perished but himself: with an account how he was at last strangely delivered by pirates. Written by himself ...","1812","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078554162","The life and strange surprising adventures of Robinson Crusoe of York, mariner : as related by himself / by Daniel Defoe ... with an introduction by Edward Everett Hale ; illustrated by C. E. Brock and D. L. Munro.","1901","eng","Defoe, Daniel 1661?-1731; Fraser, T. M. former owner; Munro, D. L. ill; Brock, C. E. (Charles Edmund) 1870-1938 ill; Hale, Edward Everett Sr 1822-1909; D.C. Heath and Company publisher"
"mdp.39015078556100","The adventures of Robinson Crusoe : for young folks / edited by William T. Adams.","1897","eng","Defoe, Daniel 1661?-1731; Adams, William T. (William Taylor) 1822-1897; Farrar, John Mrs 1791-1870; Lothrop Publishing Company"
"mdp.39015078555011","The young folks' Robinson Crusoe; or, The adventures of an Englishman who lived alone for five years on an island of the Pacific ocean. By a lady [i.e. Eliza Ware Farrar] Edited and adapted by William T. Adams ...","1892","eng","Defoe, Daniel 1661?-1731; Optic, Oliver 1822-1897 ed; Farrar, John Mrs 1791-1870 ed"
"mdp.39015078555250","The life and surprizing adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years on an uninhabited island.","1823","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558528","Robinson Cruso?, pr?c?d? d'une notice sur la vie et les ouvrages de l'auteur, illustr? de cent gravures.","1870","fre","Defoe, Daniel 1661?-1731"
"nyp.33433104214360","The life and adventures of Robinson Crusoe. By Daniel De Foe. With six illustrations.","1888","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078557439","La vie et les aventures de Robinson Crusoe.","1899","fre","Defoe, Daniel 1661?-1731; Imprimerie de Ducessois printer"
"mdp.39015078556589","Robinson Crusoe in words of one syllable / by Mary Godolphin [pseud.] ...","1889","eng","Aikin, Lucy 1781-1864; Defoe, Daniel 1661?-1731; George Routledge and Sons publisher"
"uc1.32106012088172","The life and strange adventures of Robinson Cursoe, complete in three parts. With the author's pref., and an introd. by G.H. Maynadier.","1907","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078558767","Aventures de Robinson Cruso?, par Daniel de Fo?, traduites par mm. A. Tastu, suivies d'une notice sur Fo? et sur le matelot Selkirk, par Louis Reybaud, et orn?es de 50 gravures sur acier, d'apr?s les dessins de m.de Sainson ...","1837","fre","Defoe, Daniel 1661?-1731; Tastu, Amable tr; Reybaud, Louis 1799-1879"
"mdp.39015078557678","De kleine Robinson, of, De lotgevallen van Robinson Cruso?. Tot nut en vermaak der jeugd. Naar den 5. druk uit het fransch van H. Lemaire.","1823","dut","Defoe, Daniel 1661?-1731; Lemaire, Henri fl. 1810-1828"
"hvd.32044097000715","Robinson's progressive primary arithmetic : for primary classes in public and private schools / edited by Daniel W. Fish.","1880","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899 ed"
"uc1.$b262734","Robinson's progressive primary arithmetic : for primary classes in public and private schools / edited by Daniel W. Fish.","1870","eng","Robinson, Horatio N. (Horatio Nelson) 1806-1867; Fish, Daniel W. 1820-1899; Ivison, Blakeman, Taylor &amp; Co"
"mdp.39015078559617","L'?le de Robinson, com?die-vaudeville en un acte ...","1845","fre","Duvert, (F?lix-Auguste) M 1795-1876; Defoe, Daniel 1661?-1731; Lauzanne, (Augustin Th?odore de) M 1805-1877"
"nyp.33433074919683","The life and strange surprizing adventures of Robinson Crusoe, of York, Mariner. Who lived eight & twenty years all alone in an uninhabited island on the Coast of America near the mouth of the great river Oroonoque; having been cast on shore by shipwreck wherin all the men perished but himself.  With an account how he was at last as strangely delivered by pyrates.  Written by himself...","1790","eng","Defoe, Daniel 1661?-1731; Chaliners, George 1742-1825"
"hvd.32044096998604","An intermediate arithmetic ... (Robinson's Shorter Course).","1874","eng","Fish, Daniel W. 1820-1899"
"nyp.33433074911953","The life and aventures of Robinson Crusoe : to which is prefixed a biographical memoir of Daniel De Foe.","1810","eng","Defoe, Daniel 1661?-1731; Ballantyne, John 1774-1821"
"mdp.39015078560821","Robinson Crusoe's liv og haendelser, af Daniel Defoe. Oversat efter originaludgaven af 1719 af Hans Brekke.","1898","dan","Defoe, Daniel 1661?-1731; Brekke, Hans tr"
"mdp.39015078557660","Geschiedenis en lotgevallen van Robinson Cruso?. Naar de oorspronkelijke uitgave op nieuw voor de jeugd bewerkt ...","1889","dut","Defoe, Daniel 1661?-1731"
"hvd.ah4qkk","Christian belief in God. A German criticism of German materialistic philosophy, by Georg Wobbermin.  Tr. from the 3d German ed. by Daniel Sommer Robinson.","1918","eng","Wobbermin, George 1869-; Robinson, Daniel Sommer 1888-; Yale University James Wesley Cooper Memorial Publication Fund"
"mdp.39015078554394","The life and surprising adventures of Robinson Crusoe, by Daniel Defoe; with eight illustrations in colour by John Williamson.","1924","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556571","Robinson Crusoe.","1916","eng","Defoe, Daniel 1661?-1731"
"nyp.33433074911961","La vie et les aventures de Robinson Cruso?, par Daniel Defoe; traduction rev. et corr. sur la belle ?dition donn?e par Stockdale en 1790, augment?e de la vie de l'auteur qui n'aviot pas encore paru;","1816","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078555003","The adventures of Robinson Crusoe : for young folks / edited by William T. Adams.","1897","eng","Defoe, Daniel 1661?-1731; Adams, William T. (William Taylor) 1822-1897; Farrar, John Mrs 1791-1870; Lothrop Publishing Company"
"hvd.ah4qkj","Christian belief in God. A German criticism of German materialistic philosophy, by Georg Wobbermin.  Tr. from the 3d German ed. by Daniel Sommer Robinson.","1918","eng","Wobbermin, George 1869-; Robinson, Daniel Sommer 1888-; Yale University James Wesley Cooper Memorial Publication Fund"
"mdp.39015078555243","Robinson Crusoe.","1829","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556332","Robinson Crusoe; or The bold buccaniers. A romantic drama, in two acts. By Isaac Pocock.","1889","eng","Pocock, I. (Isaac) 1782-1835; Pix?r?court, R.-C. Guilbert de (Ren?-Charles Guilbert) 1773-1844; Daniel, George 1789-1864; Defoe, Daniel 1661?-1731"
"mdp.39015078557421","Vie et aventures de Robinson Cruso?.","1829","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Boisseau, F. G. (Fran?ois Gabriel) 1791-1836; Effen, Justus van 1684-1735 tr"
"mdp.39015078558510","Aventures de Robinson Cruso?, traduites de Daniel De Foe","1875","fre","Defoe, Daniel 1661?-1731"
"nyp.33433082305925","Robinson Crusoe / von Daniel de Foe ; nach Karl Bo?ttger's deutscher Bearbeitung neu erza?hlt von O.L. Heubner.","1855","ger","Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; Heubner, O. L; Bo?ttger, Karl"
"mdp.39015078558999","Leben und ausserordentliche abenteuer des Robinson Crusoe von York. Von ihm selbst beschrieben. Aus dem englischen nach der letzten ausgabe frey ?bersetzt ...","1819","ger","Defoe, Daniel 1661?-1731"
"hvd.hn1y68","Life of Colonel Jack : Another Robinson Crusoe / by Daniel Defoe.","1891","eng","Defoe, Daniel 1661?-1731"
"hvd.hn5hib","Life and adventures of Robinson Crusoe.","1880","eng","Defoe, Daniel 1661?-1731"
"aeu.ark:/13960/t82j81z5j","The adventures of Robinson Crusoe by Daniel Defoe.","1904","eng","Defoe, Daniel 1661-1731"
"mdp.39015078549808","The life and adventures of Robinson Crusoe, of York, mariner, who lived eight and twenty years alone in an uninhabited island, on the coast of America, near the mouth of the great river Oroonoque. With an account of his travels round three parts of the globe. Written by himself. Enriched with elegant plates descriptive of the subject ...","1813","eng","Defoe, Daniel 1661?-1731"
"wu.89097216477","Christian belief in God. A German criticism of German materialistic philosophy, by Georg Wobbermin.  Tr. from the 3d German ed. by Daniel Sommer Robinson.","1918","eng","Wobbermin, George 1869-; Robinson, Daniel Sommer 1888-; Yale University James Wesley Cooper Memorial Publication Fund"
"mdp.39015078558981","Robinson Crusoe's des aeltern wunderbare schicksale auf seinen reisen zu wasser und zu lande, besonders w?hrend seines acht und zwanzigj?hrigen aufenthalts auf einer w?sten insel an der ostk?ste von S?damerica. Nach den bed?rfnissen unserer zeit neu bearbeitet.","1821","ger","Defoe, Daniel 1661?-1731"
"mdp.39015078558502","Aventures de Robinson Cruso?, traduites de Daniel De Foe;","1883","fre","Defoe, Daniel 1661?-1731"
"mdp.39015078554386","The life and adventures of Robinson Crusoe / by Daniel Defoe ; illustrated by Frances Brundage.","1924","eng","Defoe, Daniel 1661?-1731; Brundage, Frances 1854-1937 ill"
"mdp.39015078553297","Life and adventures of Robinson Crusoe / by Daniel De Foe [sic] ; including a memoir of the author, and an essay on his writings.","1870","eng","Defoe, Daniel 1661?-1731; Defoe, Daniel 1661?-1731; Caxton Press (Philadelphia, Pa.) printer; R. Sherman &amp; Co printer; Porter &amp; Coates publisher"
"mdp.39015078557413","Vie et aventures de Robinson Cruso?.","1829","fre","Defoe, Daniel 1661?-1731; Saint-Hyacinthe, Th?miseul de 1684-1746 joint tr; Boisseau, F. G. (Fran?ois Gabriel) 1791-1836; Effen, Justus van 1684-1735 tr"
"mdp.39015078556324","Robinson Crusoe, a grand comic Christmas pantomime written by Harry Nicholls and Sir Augustus Harris. Theatre royal, Drury Lane, Christmas 1893 ...","1893","eng","Nicholls, Harry 1852-1926; Defoe, Daniel 1661?-1731; Harris, Augustus Sir 1852-1896"
"mdp.39015078555235","Fairburn's edition of The wonderful life and adventures of Robinson Crusoe, of York, mariner; giving a full account of his shipwreck, being cast ashore on an uninhabited island, where he lived 28 years, his miraculous deliverance, &c., &c. Printed from an original manuscript, written by himself. Illustrated with beautiful engravings by Mr. Cruickshank.","1829","eng","Defoe, Daniel 1661?-1731; Cruikshank, George 1792-1878 illus"
"mdp.39015078553057","The life and adventures of Robinson Crusoe, by Daniel De Foe, with ten full-page colored plates and fifty-two wood engravings by J.D. Watson.","1899","eng","Defoe, Daniel 1661?-1731"
"mdp.39015078556563","Robinson Crusoe done in poster stamps.","1915","eng","Defoe, Daniel 1661?-1731; United Art Publishing Company publisher"
